Mod:Item:MetaData, Localized Name
lotr:tile.lotr:mobSpawner:157, Mob Spawner
lotr:tile.lotr:mobSpawner:158, Mob Spawner
lotr:tile.lotr:mobSpawner:159, Mob Spawner
lotr:tile.lotr:mobSpawner:160, Mob Spawner
lotr:tile.lotr:mobSpawner:161, Mob Spawner
lotr:tile.lotr:mobSpawner:162, Mob Spawner
lotr:tile.lotr:mobSpawner:163, Mob Spawner
lotr:tile.lotr:mobSpawner:164, Mob Spawner
lotr:tile.lotr:mobSpawner:165, Mob Spawner
lotr:tile.lotr:mobSpawner:166, Mob Spawner
lotr:tile.lotr:mobSpawner:167, Mob Spawner
lotr:tile.lotr:mobSpawner:168, Mob Spawner
lotr:tile.lotr:mobSpawner:169, Mob Spawner
lotr:tile.lotr:mobSpawner:170, Mob Spawner
lotr:tile.lotr:mobSpawner:171, Mob Spawner
lotr:tile.lotr:mobSpawner:172, Mob Spawner
lotr:tile.lotr:mobSpawner:173, Mob Spawner
lotr:tile.lotr:mobSpawner:174, Mob Spawner
lotr:tile.lotr:mobSpawner:175, Mob Spawner
lotr:tile.lotr:mobSpawner:177, Mob Spawner
lotr:tile.lotr:mobSpawner:178, Mob Spawner
lotr:tile.lotr:mobSpawner:179, Mob Spawner
lotr:tile.lotr:mobSpawner:180, Mob Spawner
lotr:tile.lotr:mobSpawner:181, Mob Spawner
lotr:tile.lotr:mobSpawner:182, Mob Spawner
lotr:tile.lotr:mobSpawner:183, Mob Spawner
lotr:tile.lotr:mobSpawner:184, Mob Spawner
lotr:tile.lotr:mobSpawner:185, Mob Spawner
lotr:tile.lotr:mobSpawner:186, Mob Spawner
lotr:tile.lotr:mobSpawner:187, Mob Spawner
lotr:tile.lotr:mobSpawner:188, Mob Spawner
lotr:tile.lotr:mobSpawner:189, Mob Spawner
lotr:tile.lotr:mobSpawner:190, Mob Spawner
lotr:tile.lotr:mobSpawner:191, Mob Spawner
lotr:tile.lotr:mobSpawner:192, Mob Spawner
lotr:tile.lotr:mobSpawner:193, Mob Spawner
lotr:tile.lotr:mobSpawner:194, Mob Spawner
lotr:tile.lotr:mobSpawner:195, Mob Spawner
lotr:tile.lotr:mobSpawner:196, Mob Spawner
lotr:tile.lotr:mobSpawner:197, Mob Spawner
lotr:tile.lotr:mobSpawner:198, Mob Spawner
lotr:tile.lotr:mobSpawner:199, Mob Spawner
lotr:tile.lotr:mobSpawner:200, Mob Spawner
lotr:tile.lotr:mobSpawner:201, Mob Spawner
lotr:tile.lotr:mobSpawner:202, Mob Spawner
lotr:tile.lotr:mobSpawner:203, Mob Spawner
lotr:tile.lotr:mobSpawner:204, Mob Spawner
lotr:tile.lotr:mobSpawner:205, Mob Spawner
lotr:tile.lotr:mobSpawner:206, Mob Spawner
lotr:tile.lotr:mobSpawner:207, Mob Spawner
lotr:tile.lotr:mobSpawner:208, Mob Spawner
lotr:tile.lotr:mobSpawner:209, Mob Spawner
lotr:tile.lotr:mobSpawner:210, Mob Spawner
lotr:tile.lotr:mobSpawner:211, Mob Spawner
lotr:tile.lotr:mobSpawner:212, Mob Spawner
lotr:tile.lotr:mobSpawner:213, Mob Spawner
lotr:tile.lotr:mobSpawner:214, Mob Spawner
lotr:tile.lotr:mobSpawner:215, Mob Spawner
lotr:tile.lotr:mobSpawner:216, Mob Spawner
lotr:tile.lotr:mobSpawner:217, Mob Spawner
lotr:tile.lotr:mobSpawner:218, Mob Spawner
lotr:tile.lotr:mobSpawner:219, Mob Spawner
lotr:tile.lotr:mobSpawner:220, Mob Spawner
lotr:tile.lotr:mobSpawner:800, Mob Spawner
lotr:tile.lotr:mobSpawner:801, Mob Spawner
lotr:tile.lotr:mobSpawner:802, Mob Spawner
lotr:tile.lotr:mobSpawner:803, Mob Spawner
lotr:tile.lotr:mobSpawner:804, Mob Spawner
lotr:tile.lotr:mobSpawner:805, Mob Spawner
lotr:tile.lotr:mobSpawner:806, Mob Spawner
lotr:tile.lotr:mobSpawner:807, Mob Spawner
lotr:tile.lotr:mobSpawner:808, Mob Spawner
lotr:tile.lotr:mobSpawner:809, Mob Spawner
lotr:tile.lotr:mobSpawner:1001, Mob Spawner
lotr:tile.lotr:mobSpawner:1002, Mob Spawner
lotr:tile.lotr:mallornLadder, Mallorn Ladder
lotr:tile.lotr:plate, tile.lotr:plate.name
lotr:tile.lotr:orcSteelBars, Orc Steel Bars
lotr:tile.lotr:stairsGondorBrickMossy, Mossy Gondor Brick Stairs
lotr:tile.lotr:stairsGondorBrickCracked, Cracked Gondor Brick Stairs
lotr:tile.lotr:athelas, Athelas
lotr:tile.lotr:stalactite:0, Stalactite
lotr:tile.lotr:stalactite:1, Stalagmite
lotr:tile.lotr:stairsRohanBrick, Rohan Brick Stairs
lotr:tile.lotr:oreQuendite, Quendite Ore
lotr:tile.lotr:mallornTorch, Mallorn Torch
lotr:tile.lotr:spawnerChest, tile.lotr:spawnerChest.name
lotr:tile.lotr:quenditeGrass, Quendite Grass
lotr:tile.lotr:pressurePlateMordorRock, Pressure Plate
lotr:tile.lotr:pressurePlateGondorRock, Pressure Plate
lotr:tile.lotr:buttonMordorRock, Button
lotr:tile.lotr:buttonGondorRock, Button
lotr:tile.lotr:elvenPortal, tile.lotr:elvenPortal.name
lotr:tile.lotr:flowerPot, tile.lotr:flowerPot.name
lotr:tile.lotr:stairsDwarvenBrick, Dwarven Brick Stairs
lotr:tile.lotr:elvenBed, tile.lotr:elvenBed.name
lotr:tile.lotr:pillar:0, Dwarven Pillar
lotr:tile.lotr:pillar:1, Galadhrim Pillar
lotr:tile.lotr:pillar:2, Cracked Galadhrim Pillar
lotr:tile.lotr:pillar:3, Sarlluin Pillar
lotr:tile.lotr:pillar:4, Sarncaran Pillar
lotr:tile.lotr:pillar:5, Near Harad Pillar
lotr:tile.lotr:pillar:6, Gondor Pillar
lotr:tile.lotr:pillar:7, Mordor Pillar
lotr:tile.lotr:pillar:8, Rohan Pillar
lotr:tile.lotr:pillar:9, Black Gondor Pillar
lotr:tile.lotr:pillar:10, High Elven Pillar
lotr:tile.lotr:pillar:11, Cracked High Elven Pillar
lotr:tile.lotr:pillar:12, Wood-elven Pillar
lotr:tile.lotr:pillar:13, Cracked Wood-elven Pillar
lotr:tile.lotr:pillar:14, Tauredain Pillar
lotr:tile.lotr:pillar:15, Red Near Harad Pillar
lotr:tile.lotr:oreGlowstone, Glowstone Ore
lotr:tile.lotr:fruitWood:0, Apple Wood
lotr:tile.lotr:fruitWood:1, Pear Wood
lotr:tile.lotr:fruitWood:2, Cherry Wood
lotr:tile.lotr:fruitWood:3, Mango Wood
lotr:tile.lotr:fruitLeaves:0, Apple Leaves
lotr:tile.lotr:fruitLeaves:1, Pear Leaves
lotr:tile.lotr:fruitLeaves:2, Cherry Leaves
lotr:tile.lotr:fruitLeaves:3, Mango Leaves
lotr:tile.lotr:fruitSapling:0, Apple Sapling
lotr:tile.lotr:fruitSapling:1, Pear Sapling
lotr:tile.lotr:fruitSapling:2, Cherry Sapling
lotr:tile.lotr:fruitSapling:3, Mango Sapling
lotr:tile.lotr:stairsApple, Apple Wood Stairs
lotr:tile.lotr:stairsPear, Pear Wood Stairs
lotr:tile.lotr:stairsCherry, Cherry Wood Stairs
lotr:tile.lotr:dwarvenCraftingTable, Dwarven Crafting Table
lotr:tile.lotr:bluebell, Bluebell
lotr:tile.lotr:dwarvenForge, Dwarven Forge
lotr:tile.lotr:hearth, Hearth Block
lotr:tile.lotr:morgulShroom, Morgul-shroom
lotr:tile.lotr:urukCraftingTable, Uruk Crafting Table
lotr:tile.lotr:cherryPie, tile.lotr:cherryPie.name
lotr:tile.lotr:clover:0, Clover
lotr:tile.lotr:clover:1, Four-leaf Clover
lotr:tile.lotr:slabSingle2:0, Dwarven Pillar Slab
lotr:tile.lotr:slabSingle2:1, Rohan Rock Slab
lotr:tile.lotr:slabSingle2:2, Cracked Mordor Brick Slab
lotr:tile.lotr:slabSingle2:3, Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:4, Mossy Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:5, Cracked Galadhrim Brick Slab
lotr:tile.lotr:slabSingle2:6, Galadhrim Pillar Slab
lotr:tile.lotr:slabSingle2:7, Cracked Galadhrim Pillar Slab
lotr:tile.lotr:stairsMirkOak, Mirk-oak Wood Stairs
lotr:tile.lotr:webUngoliant, Web of Ungoliant
lotr:tile.lotr:woodElvenCraftingTable, Wood-elven Crafting Table
lotr:tile.lotr:woodElvenBed, tile.lotr:woodElvenBed.name
lotr:tile.lotr:gondorianCraftingTable, Gondorian Crafting Table
lotr:tile.lotr:woodElvenTorch, Wood-elven Torch
lotr:tile.lotr:marshLights, tile.lotr:marshLights.name
lotr:tile.lotr:rohirricCraftingTable, Rohirric Crafting Table
minecraft:iron_shovel, Iron Shovel
minecraft:iron_pickaxe, Iron Pickaxe
minecraft:iron_axe, Iron Axe
minecraft:flint_and_steel, Flint and Steel
minecraft:apple, Apple
minecraft:bow, Bow
minecraft:arrow, Arrow
minecraft:coal:0, Coal
minecraft:coal:1, Charcoal
minecraft:diamond, Diamond
minecraft:iron_ingot, Iron Ingot
minecraft:gold_ingot, Gold Ingot
minecraft:iron_sword, Iron Sword
minecraft:wooden_sword, Wooden Sword
minecraft:wooden_shovel, Wooden Shovel
minecraft:wooden_pickaxe, Wooden Pickaxe
minecraft:wooden_axe, Wooden Axe
minecraft:stone_sword, Stone Sword
minecraft:stone_shovel, Stone Shovel
minecraft:stone_pickaxe, Stone Pickaxe
minecraft:stone_axe, Stone Axe
minecraft:diamond_sword, Diamond Sword
minecraft:diamond_shovel, Diamond Shovel
minecraft:diamond_pickaxe, Diamond Pickaxe
minecraft:diamond_axe, Diamond Axe
minecraft:stick, Stick
minecraft:bowl, Bowl
minecraft:mushroom_stew, Mushroom Stew
minecraft:golden_sword, Golden Sword
minecraft:golden_shovel, Golden Shovel
minecraft:golden_pickaxe, Golden Pickaxe
minecraft:golden_axe, Golden Axe
minecraft:string, String
minecraft:feather, Feather
minecraft:gunpowder, Gunpowder
minecraft:wooden_hoe, Wooden Hoe
minecraft:stone_hoe, Stone Hoe
minecraft:iron_hoe, Iron Hoe
minecraft:diamond_hoe, Diamond Hoe
minecraft:golden_hoe, Golden Hoe
minecraft:wheat_seeds, Seeds
minecraft:wheat, Wheat
minecraft:bread, Bread
minecraft:leather_helmet, Leather Cap
minecraft:leather_chestplate, Leather Tunic
minecraft:leather_leggings, Leather Pants
minecraft:leather_boots, Leather Boots
minecraft:chainmail_helmet, Chain Helmet
minecraft:chainmail_chestplate, Chain Chestplate
minecraft:chainmail_leggings, Chain Leggings
minecraft:chainmail_boots, Chain Boots
minecraft:iron_helmet, Iron Helmet
minecraft:iron_chestplate, Iron Chestplate
minecraft:iron_leggings, Iron Leggings
minecraft:iron_boots, Iron Boots
minecraft:diamond_helmet, Diamond Helmet
minecraft:diamond_chestplate, Diamond Chestplate
minecraft:diamond_leggings, Diamond Leggings
minecraft:diamond_boots, Diamond Boots
minecraft:golden_helmet, Golden Helmet
minecraft:golden_chestplate, Golden Chestplate
minecraft:golden_leggings, Golden Leggings
minecraft:golden_boots, Golden Boots
minecraft:flint, Flint
minecraft:porkchop, Raw Porkchop
minecraft:cooked_porkchop, Cooked Porkchop
minecraft:painting, Painting
minecraft:golden_apple:0, Golden Apple
minecraft:golden_apple:1, Golden Apple
minecraft:sign, Sign
minecraft:wooden_door, Wooden Door
minecraft:bucket, Bucket
minecraft:water_bucket, Water Bucket
minecraft:lava_bucket, Lava Bucket
minecraft:minecart, Minecart
minecraft:saddle, Saddle
minecraft:iron_door, Iron Door
minecraft:redstone, Redstone
minecraft:snowball, Snowball
minecraft:boat, Boat
minecraft:leather, Leather
minecraft:milk_bucket, Milk
minecraft:brick, Brick
minecraft:clay_ball, Clay
minecraft:reeds, Sugar Canes
minecraft:paper, Paper
minecraft:book, Book
minecraft:slime_ball, Slimeball
minecraft:chest_minecart, Chest Cart
minecraft:furnace_minecart, Furnace Cart
minecraft:egg, Egg
minecraft:compass, Compass
minecraft:fishing_rod, Fishing Rod
minecraft:clock, Clock
minecraft:glowstone_dust, Glowstone Dust
minecraft:fish:0, Raw Fish
minecraft:fish:1, Raw Salmon
minecraft:fish:2, Clownfish
minecraft:fish:3, Pufferfish
minecraft:cooked_fished:0, Cooked Fish
minecraft:cooked_fished:1, Cooked Salmon
minecraft:dye:0, Ink Sac
minecraft:dye:1, Rose Red
minecraft:dye:2, Cactus Green
minecraft:dye:3, Cocoa Beans
minecraft:dye:4, Lapis Lazuli
minecraft:dye:5, Purple Dye
minecraft:dye:6, Cyan Dye
minecraft:dye:7, Light Gray Dye
minecraft:dye:8, Gray Dye
minecraft:dye:9, Pink Dye
minecraft:dye:10, Lime Dye
minecraft:dye:11, Dandelion Yellow
minecraft:dye:12, Light Blue Dye
minecraft:dye:13, Magenta Dye
minecraft:dye:14, Orange Dye
minecraft:dye:15, Bone Meal
minecraft:bone, Bone
minecraft:sugar, Sugar
minecraft:cake, Cake
minecraft:bed, Bed
minecraft:repeater, Redstone Repeater
minecraft:cookie, Cookie
minecraft:filled_map:0, Map
minecraft:shears, Shears
minecraft:melon, Melon
minecraft:pumpkin_seeds, Pumpkin Seeds
minecraft:melon_seeds, Melon Seeds
minecraft:beef, Raw Beef
minecraft:cooked_beef, Steak
minecraft:chicken, Raw Chicken
minecraft:cooked_chicken, Cooked Chicken
minecraft:rotten_flesh, Rotten Flesh
minecraft:ender_pearl, Ender Pearl
minecraft:blaze_rod, Blaze Rod
minecraft:ghast_tear, Ghast Tear
minecraft:gold_nugget, Gold Nugget
minecraft:nether_wart, Nether Wart
minecraft:potion:0, Water Bottle
minecraft:potion:8193, Potion of Regeneration
minecraft:potion:8225, Potion of Regeneration
minecraft:potion:8257, Potion of Regeneration
minecraft:potion:16385, Splash Potion of Regeneration
minecraft:potion:16417, Splash Potion of Regeneration
minecraft:potion:16449, Splash Potion of Regeneration
minecraft:potion:8194, Potion of Swiftness
minecraft:potion:8226, Potion of Swiftness
minecraft:potion:8258, Potion of Swiftness
minecraft:potion:16386, Splash Potion of Swiftness
minecraft:potion:16418, Splash Potion of Swiftness
minecraft:potion:16450, Splash Potion of Swiftness
minecraft:potion:8227, Potion of Fire Resistance
minecraft:potion:8259, Potion of Fire Resistance
minecraft:potion:16419, Splash Potion of Fire Resistance
minecraft:potion:16451, Splash Potion of Fire Resistance
minecraft:potion:8196, Potion of Poison
minecraft:potion:8228, Potion of Poison
minecraft:potion:8260, Potion of Poison
minecraft:potion:16388, Splash Potion of Poison
minecraft:potion:16420, Splash Potion of Poison
minecraft:potion:16452, Splash Potion of Poison
minecraft:potion:8261, Potion of Healing
minecraft:potion:8229, Potion of Healing
minecraft:potion:16453, Splash Potion of Healing
minecraft:potion:16421, Splash Potion of Healing
minecraft:potion:8230, Potion of Night Vision
minecraft:potion:8262, Potion of Night Vision
minecraft:potion:16422, Splash Potion of Night Vision
minecraft:potion:16454, Splash Potion of Night Vision
minecraft:potion:8232, Potion of Weakness
minecraft:potion:8264, Potion of Weakness
minecraft:potion:16424, Splash Potion of Weakness
minecraft:potion:16456, Splash Potion of Weakness
minecraft:potion:8201, Potion of Strength
minecraft:potion:8233, Potion of Strength
minecraft:potion:8265, Potion of Strength
minecraft:potion:16393, Splash Potion of Strength
minecraft:potion:16425, Splash Potion of Strength
minecraft:potion:16457, Splash Potion of Strength
minecraft:potion:8234, Potion of Slowness
minecraft:potion:8266, Potion of Slowness
minecraft:potion:16426, Splash Potion of Slowness
minecraft:potion:16458, Splash Potion of Slowness
minecraft:potion:8267, Potion of Leaping
minecraft:potion:8235, Potion of Leaping
minecraft:potion:16459, Splash Potion of Leaping
minecraft:potion:16427, Splash Potion of Leaping
minecraft:potion:8268, Potion of Harming
minecraft:potion:8236, Potion of Harming
minecraft:potion:16460, Splash Potion of Harming
minecraft:potion:16428, Splash Potion of Harming
minecraft:potion:8237, Potion of Water Breathing
minecraft:potion:8269, Potion of Water Breathing
minecraft:potion:16429, Splash Potion of Water Breathing
minecraft:potion:16461, Splash Potion of Water Breathing
minecraft:potion:8238, Potion of Invisibility
minecraft:potion:8270, Potion of Invisibility
minecraft:potion:16430, Splash Potion of Invisibility
minecraft:potion:16462, Splash Potion of Invisibility
minecraft:glass_bottle, Glass Bottle
minecraft:spider_eye, Spider Eye
minecraft:fermented_spider_eye, Fermented Spider Eye
minecraft:blaze_powder, Blaze Powder
minecraft:magma_cream, Magma Cream
minecraft:brewing_stand, Brewing Stand
minecraft:cauldron, Cauldron
minecraft:ender_eye, Eye of Ender
minecraft:speckled_melon, Glistering Melon
minecraft:spawn_egg:50, Spawn Creeper
minecraft:spawn_egg:51, Spawn Skeleton
minecraft:spawn_egg:52, Spawn Spider
minecraft:spawn_egg:54, Spawn Zombie
minecraft:spawn_egg:55, Spawn Slime
minecraft:spawn_egg:56, Spawn Ghast
minecraft:spawn_egg:57, Spawn Zombie Pigman
minecraft:spawn_egg:58, Spawn Enderman
minecraft:spawn_egg:59, Spawn Cave Spider
minecraft:spawn_egg:60, Spawn Silverfish
minecraft:spawn_egg:61, Spawn Blaze
minecraft:spawn_egg:62, Spawn Magma Cube
minecraft:spawn_egg:65, Spawn Bat
minecraft:spawn_egg:66, Spawn Witch
minecraft:spawn_egg:90, Spawn Pig
minecraft:spawn_egg:91, Spawn Sheep
minecraft:spawn_egg:92, Spawn Cow
minecraft:spawn_egg:93, Spawn Chicken
minecraft:spawn_egg:94, Spawn Squid
minecraft:spawn_egg:95, Spawn Wolf
minecraft:spawn_egg:96, Spawn Mooshroom
minecraft:spawn_egg:98, Spawn Ocelot
minecraft:spawn_egg:100, Spawn Horse
minecraft:spawn_egg:120, Spawn Villager
minecraft:spawn_egg:2500, Spawn Ender Watcher
minecraft:spawn_egg:2501, Spawn Crab
minecraft:spawn_egg:2502, Spawn Undead Miner
minecraft:spawn_egg:2503, Spawn King Crab
minecraft:spawn_egg:2504, Spawn Desert Crawler
minecraft:spawn_egg:2505, Spawn Cave Crawler
minecraft:spawn_egg:2506, Spawn Jungle Dramcryx
minecraft:spawn_egg:2507, Spawn Jungle Spider
minecraft:spawn_egg:2508, Spawn Cyclops
minecraft:spawn_egg:2509, Spawn Caveclops
minecraft:spawn_egg:2510, Spawn Ancient Entity
minecraft:spawn_egg:2511, Spawn Whale
minecraft:spawn_egg:2512, Spawn Hell Spider
minecraft:spawn_egg:2513, Spawn Scorcher
minecraft:spawn_egg:2514, Spawn Ender Spider
minecraft:spawn_egg:2515, Spawn Ender Triplets
minecraft:spawn_egg:2516, Spawn Arid Warrior
minecraft:spawn_egg:2517, Spawn Ayeraco Blue
minecraft:spawn_egg:2518, Spawn Ayeraco Green
minecraft:spawn_egg:2519, Spawn Ayeraco Purple
minecraft:spawn_egg:2520, Spawn Ayeraco Red
minecraft:spawn_egg:2521, Spawn Ayeraco Yellow
minecraft:spawn_egg:2522, Spawn Enthralled Dramcryx
minecraft:spawn_egg:2523, Spawn The Eye
minecraft:spawn_egg:2524, Spawn Frost
minecraft:spawn_egg:2525, Spawn King Of Scorchers
minecraft:spawn_egg:2526, Spawn Rainbour
minecraft:spawn_egg:2527, Spawn Rotatick
minecraft:spawn_egg:2528, Spawn Shark
minecraft:spawn_egg:2529, Spawn The Watcher
minecraft:spawn_egg:2530, Spawn Wildfire
minecraft:spawn_egg:2531, Spawn Glacon
minecraft:spawn_egg:2532, Spawn Jack O Man
minecraft:spawn_egg:2533, Spawn Livestock Merchant
minecraft:spawn_egg:2534, Spawn Jungle Bat
minecraft:spawn_egg:2535, Spawn Hell Pig
minecraft:spawn_egg:2536, Spawn Kobblin
minecraft:spawn_egg:2537, Spawn The Grue
minecraft:spawn_egg:2538, Spawn Saguaro Worm
minecraft:spawn_egg:2539, Spawn Pumpkin Spider
minecraft:spawn_egg:2540, Spawn Liopleurodon
minecraft:spawn_egg:2547, Spawn Eden Cadillion
minecraft:spawn_egg:2548, Spawn Eden Tomo
minecraft:spawn_egg:2549, Spawn Bunny
minecraft:spawn_egg:2550, Spawn Angry Bunny
minecraft:spawn_egg:2551, Spawn Weak Cori
minecraft:spawn_egg:2552, Spawn Madivel
minecraft:spawn_egg:2553, Spawn Greenfeet
minecraft:spawn_egg:2554, Spawn Sun Archer
minecraft:spawn_egg:2555, Spawn Wildwood Golem
minecraft:spawn_egg:2556, Spawn Wildwood Tomo
minecraft:spawn_egg:2557, Spawn Wildwood Cadillion
minecraft:spawn_egg:2558, Spawn Epiphite
minecraft:spawn_egg:2559, Spawn Behemoth
minecraft:spawn_egg:2560, Spawn Mage
minecraft:spawn_egg:2561, Spawn Spellbinder
minecraft:spawn_egg:2562, Spawn Mystic
minecraft:spawn_egg:2563, Spawn Sorcerer
minecraft:spawn_egg:2564, Spawn Verek
minecraft:spawn_egg:2565, Spawn Moon Wolf
minecraft:spawn_egg:2566, Spawn Apalachia Cadillion
minecraft:spawn_egg:2567, Spawn Apalachia Tomo
minecraft:spawn_egg:2568, Spawn Apalachia Golem
minecraft:spawn_egg:2569, Spawn Enchanted Warrior
minecraft:spawn_egg:2570, Spawn Skythern Archer
minecraft:spawn_egg:2571, Spawn Enchanted Archer
minecraft:spawn_egg:2572, Spawn Twilight Archer
minecraft:spawn_egg:2573, Spawn Samek
minecraft:spawn_egg:2574, Spawn Skythern Golem
minecraft:spawn_egg:2575, Spawn Skythern Cori
minecraft:spawn_egg:2576, Spawn Skythern Fiend
minecraft:spawn_egg:2577, Spawn Megalith
minecraft:spawn_egg:2578, Spawn Mortum Cadillion
minecraft:spawn_egg:2579, Spawn Demon Of Darkness
minecraft:spawn_egg:2580, Spawn Baslisk
minecraft:spawn_egg:2581, Spawn Soul Stealer
minecraft:spawn_egg:2582, Spawn Densos
minecraft:spawn_egg:2583, Spawn Reyvor
minecraft:spawn_egg:2584, Spawn Twilight Demon
minecraft:spawn_egg:2585, Spawn Soul Fiend
minecraft:spawn_egg:2586, Spawn Vamacheron
minecraft:spawn_egg:2587, Spawn Karot
minecraft:spawn_egg:2588, Spawn Eternal Archer
minecraft:spawn_egg:2589, Spawn Soul Spider
minecraft:spawn_egg:2590, Spawn Alicanto
minecraft:spawn_egg:2591, Spawn Fractite
minecraft:spawn_egg:2592, Spawn Glacide
minecraft:spawn_egg:2593, Spawn Hastreus
minecraft:spawn_egg:2594, Spawn Frost Archer
minecraft:spawn_egg:2595, Spawn Rollum
minecraft:spawn_egg:2596, Spawn Frosty
minecraft:spawn_egg:2597, Spawn Workshop Tinkerer
minecraft:spawn_egg:2598, Spawn Workshop Merchant
minecraft:spawn_egg:2599, Spawn Vermenous
minecraft:spawn_egg:2600, Spawn Ent
minecraft:spawn_egg:2601, Spawn Cymesoid
minecraft:spawn_egg:2602, Spawn Dreamwrecker
minecraft:spawn_egg:2603, Spawn Tocaxin
minecraft:spawn_egg:2604, Spawn Shadahier
minecraft:spawn_egg:2605, Spawn Acid Hag
minecraft:spawn_egg:2606, Spawn Kazrotic
minecraft:spawn_egg:2607, Spawn Helio
minecraft:spawn_egg:2608, Spawn Gorgosion
minecraft:spawn_egg:2609, Spawn Hoverstinger
minecraft:spawn_egg:2610, Spawn Zone
minecraft:spawn_egg:2611, Spawn Zoragon
minecraft:spawn_egg:2612, Spawn Dissiment
minecraft:spawn_egg:2613, Spawn Vhraak
minecraft:spawn_egg:2614, Spawn Galroid
minecraft:spawn_egg:2615, Spawn Lady Luna
minecraft:spawn_egg:2616, Spawn Bohemite
minecraft:spawn_egg:2617, Spawn Wreck
minecraft:spawn_egg:2618, Spawn Biphron
minecraft:spawn_egg:2619, Spawn Hive Queen
minecraft:spawn_egg:2620, Spawn Hive Soldier
minecraft:spawn_egg:2621, Spawn L Heiva
minecraft:spawn_egg:2622, Spawn Mandragora
minecraft:spawn_egg:2623, Spawn Twins
minecraft:spawn_egg:2624, Spawn Karos
minecraft:spawn_egg:2625, Spawn Raglok
minecraft:spawn_egg:2626, Spawn Quadro
minecraft:spawn_egg:2627, Spawn Duo
minecraft:spawn_egg:2628, Spawn Lorga
minecraft:spawn_egg:2629, Spawn Lorga Flight
minecraft:spawn_egg:2630, Spawn Mysterious Man1
minecraft:spawn_egg:2631, Spawn Mysterious Man2
minecraft:spawn_egg:2632, Spawn Mysterious Man3
minecraft:spawn_egg:2633, Spawn The Hunger
minecraft:spawn_egg:2634, Spawn Crypt Keeper
minecraft:spawn_egg:2635, Spawn Temple Guardian
minecraft:spawn_egg:2636, Spawn Captain Merik
minecraft:spawn_egg:2637, Spawn Dungeon Constructor
minecraft:spawn_egg:2638, Spawn Datticon
minecraft:spawn_egg:2639, Spawn War General
minecraft:spawn_egg:2640, Spawn Deathcryx
minecraft:spawn_egg:2641, Spawn Death Hound
minecraft:spawn_egg:2642, Spawn Dramix
minecraft:spawn_egg:2643, Spawn Dungeon Prisoner
minecraft:spawn_egg:2644, Spawn Dungeon Demon
minecraft:spawn_egg:2645, Spawn Leorna
minecraft:spawn_egg:2646, Spawn Living Statue
minecraft:spawn_egg:2647, Spawn Parasecta
minecraft:spawn_egg:2648, Spawn Razorback
minecraft:spawn_egg:2649, Spawn Lord Vatticus
minecraft:spawn_egg:2650, Spawn Zelus
minecraft:spawn_egg:2651, Spawn Roamer
minecraft:spawn_egg:183, Spawn entity.Rock.name
minecraft:spawn_egg:201, Spawn Ghost
minecraft:experience_bottle, Bottle o' Enchanting
minecraft:fire_charge, Fire Charge
minecraft:writable_book, Book and Quill
minecraft:written_book, Written Book
minecraft:emerald, Emerald
minecraft:item_frame, Item Frame
minecraft:flower_pot, Flower Pot
minecraft:carrot, Carrot
minecraft:potato, Potato
minecraft:baked_potato, Baked Potato
minecraft:poisonous_potato, Poisonous Potato
minecraft:map, Empty Map
minecraft:golden_carrot, Golden Carrot
minecraft:skull:0, Skeleton Skull
minecraft:skull:1, Wither Skeleton Skull
minecraft:skull:2, Zombie Head
minecraft:skull:3, Head
minecraft:skull:4, Creeper Head
minecraft:carrot_on_a_stick, Carrot on a Stick
minecraft:nether_star, Nether Star
minecraft:pumpkin_pie, Pumpkin Pie
minecraft:fireworks, Firework Rocket
minecraft:firework_charge, Firework Star
minecraft:enchanted_book, Enchanted Book
minecraft:comparator, Redstone Comparator
minecraft:netherbrick, Nether Brick
minecraft:quartz, Nether Quartz
minecraft:tnt_minecart, TNT Cart
minecraft:hopper_minecart, Hopper Cart
lotr:tile.lotr:pressurePlateRohanRock, Pressure Plate
lotr:tile.lotr:remains, Remains
lotr:tile.lotr:deadMarshPlant, Dead Marsh Plant
lotr:tile.lotr:oreGulduril:0, Gulduril Ore
lotr:tile.lotr:oreGulduril:1, Gulduril Ore
lotr:tile.lotr:guldurilBrick:0, Gulduril Mordor Brick
lotr:tile.lotr:guldurilBrick:1, Gulduril Cracked Mordor Brick
lotr:tile.lotr:guldurilBrick:2, Gulduril Angmar Brick
lotr:tile.lotr:guldurilBrick:3, Gulduril Cracked Angmar Brick
lotr:tile.lotr:guldurilBrick:4, Gulduril Dol Guldur Brick
lotr:tile.lotr:guldurilBrick:5, Gulduril Cracked Dol Guldur Brick
lotr:tile.lotr:guldurilBrick:6, Gulduril Gondor Brick
lotr:tile.lotr:guldurilBrick:7, Gulduril Mossy Gondor Brick
lotr:tile.lotr:guldurilBrick:8, Gulduril Cracked Gondor Brick
